"id,title,description,link,image_link,price,availability"
"book001,""Advice, Inspiration, Laughter, Things to Think About"",""A Southern-rooted collection of wisdom, humor, and heart by Bruce. Published by Meg Grant, 48 pages, ISBN 979-8993138602."",""https://www.amazon.com/dp/B0FQ4DNGZZ"",""https://m.media-amazon.com/images/I/71xZzv6gAQL._SL1500_.jpg"",""9.99 USD"",""in stock"""
"ff001,""F.I.R.E.F.I.G.H.T.E.R. T-Shirt"",""First in reaching everyone, first in giving help to every resident. Southern pride meets bold definition."",""https://www.tobuyhere.com/definition-of-a-firefighter-5011"",""https://cdn.zyrosite.com/cdn-cgi/image/format=auto,w=1024,fit=scale-down/cdn-ecommerce/store_01K45FMBQHQGGBAKCM0YYA7PG4/assets/b4e3ce7b-79b8-40c3-9cde-435cf52efeb4.jpg"",""23.99 USD"",""in stock"""
"al001,""A.LA.B.A.M.A. T-Shirt"",""Always love a beer and my alcohol. Southern humor meets bold Alabama pride."",""https://www.tobuyhere.com/alabama-have-a-drink-on-me"",""https://cdn.zyrosite.com/cdn-cgi/image/format=auto,w=1024,fit=scale-down/cdn-ecommerce/store_01K45FMBQHQGGBAKCM0YYA7PG4/assets/24d13339-8c69-4eb6-92e7-819202f24afb.jpg"",""23.99 USD"",""in stock"""
